id,birth_year,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq_score,grt_score,res_score,se_score,sms_core,twc_score,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_focus_score,sleep_hrs_band,nut_balanced_meals,nut_score,nut_limiting_factors,nut_energy_mornings,cog_decision_intelligence_score,cog_pregame_anxiety,cop_breathing_exercises,cop_self_talk,cop_visualization,cop_talking_to_teammate,cop_other,coach_score,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 730,2011,2,4,96.6,96.6,5.21,5.08,73,17,1.99,,,,,,621.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.20,37.22%,8.73,42.85,79.72%,14.28,0.23,4.41%,0.08,0.47,9.25%,0.16,11.00,17.74%,3.67,4.50,36.00%,1.50,0.33,16.58%,0.11,0.00,0.00%,0.00,4.00,14.44%,1.33,0.00,0.00%,0.00,45.00,900.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 730,2011,2,1,70.4,53.75,5.44,5.55,64,,2.19,,30.00,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.20,37.22%,8.73,42.85,79.72%,14.28,0.23,4.41%,0.08,0.47,9.25%,0.16,11.00,17.74%,3.67,4.50,36.00%,1.50,0.33,16.58%,0.11,0.00,0.00%,0.00,4.00,14.44%,1.33,0.00,0.00%,0.00,45.00,900.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 730,2011,2,2,73.4,55.75,5.3,5.45,62,12.5,2.32,,27.7,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.20,37.22%,8.73,42.85,79.72%,14.28,0.23,4.41%,0.08,0.47,9.25%,0.16,11.00,17.74%,3.67,4.50,36.00%,1.50,0.33,16.58%,0.11,0.00,0.00%,0.00,4.00,14.44%,1.33,0.00,0.00%,0.00,45.00,900.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 731,2011,2,1,75.8,56.75,5.21,5.4,64,,2.04,22.33,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,4.62%,1.75,3.25,6.07%,1.63,0.09,1.76%,0.04,0.32,6.30%,0.16,7.00,11.48%,3.50,1.00,6.90%,0.50,0.13,6.67%,0.07,0.00,0.00%,0.00,0.33,0.95%,0.16,0.00,0.00%,0.00,2.00,28.57%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 731,2011,2,2,76.50,53.50,5.21,5.08,68,15.50,1.95,,35.00,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,4.62%,1.75,3.25,6.07%,1.63,0.09,1.76%,0.04,0.32,6.30%,0.16,7.00,11.48%,3.50,1.00,6.90%,0.50,0.13,6.67%,0.07,0.00,0.00%,0.00,0.33,0.95%,0.16,0.00,0.00%,0.00,2.00,28.57%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 731,2011,2,3,79.3, ,5.12,5.37,61,14.5,2.08,,34.67,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50,4.62%,1.75,3.25,6.07%,1.63,0.09,1.76%,0.04,0.32,6.30%,0.16,7.00,11.48%,3.50,1.00,6.90%,0.50,0.13,6.67%,0.07,0.00,0.00%,0.00,0.33,0.95%,0.16,0.00,0.00%,0.00,2.00,28.57%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 732,2011,2,1,76.2,55.50,5.25,5.69,64,,2.15,,,67.67,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20,33.07%,6.30,9.00,16.36%,2.25,0.60,12.90%,0.15,0.97,20.55%,0.24,19.00,30.65%,4.75,5.00,35.71%,1.25,0.23,11.98%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,8.67,13.91%,2.17,35.00,218.75%,8.75,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 732,2011,2,2,78.10,55.00,5.23,5.18,62,14.50,2.12,,,71,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20,33.07%,6.30,9.00,16.36%,2.25,0.60,12.90%,0.15,0.97,20.55%,0.24,19.00,30.65%,4.75,5.00,35.71%,1.25,0.23,11.98%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,8.67,13.91%,2.17,35.00,218.75%,8.75,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 732,2011,2,3,77.5,57.75,5.04,5.06,65,14,2.15,,,63.00,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20,33.07%,6.30,9.00,16.36%,2.25,0.60,12.90%,0.15,0.97,20.55%,0.24,19.00,30.65%,4.75,5.00,35.71%,1.25,0.23,11.98%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,8.67,13.91%,2.17,35.00,218.75%,8.75,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 732,2011,2,4,87.8,61.25,4.87,5.00,72,16.5,2.05,,,62.33,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20,33.07%,6.30,9.00,16.36%,2.25,0.60,12.90%,0.15,0.97,20.55%,0.24,19.00,30.65%,4.75,5.00,35.71%,1.25,0.23,11.98%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,8.67,13.91%,2.17,35.00,218.75%,8.75,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 732,2011,2,5,101.40,64.00,4.65,4.72,81.00,19.00,1.92,,,inj,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20,33.07%,6.30,9.00,16.36%,2.25,0.60,12.90%,0.15,0.97,20.55%,0.24,19.00,30.65%,4.75,5.00,35.71%,1.25,0.23,11.98%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,8.67,13.91%,2.17,35.00,218.75%,8.75,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 733,2011,2,2,76.5,54.75,5.23,5.22,67,15.50,2.08,,28.00,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90,11.63%,4.45,2.25,4.11%,1.13,0.38,7.84%,0.19,0.18,3.52%,0.09,6.00,8.96%,3.00,2.50,17.24%,1.25,0.17,8.85%,0.09,0.00,0.00%,0.00,2.00,7.14%,1.00,0.00,0.00%,0.00,45.00,300.00%,22.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 733,2011,2,3,80.6,55.75,5,5.3,67,14.5,2.09,,29.67,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90,11.63%,4.45,2.25,4.11%,1.13,0.38,7.84%,0.19,0.18,3.52%,0.09,6.00,8.96%,3.00,2.50,17.24%,1.25,0.17,8.85%,0.09,0.00,0.00%,0.00,2.00,7.14%,1.00,0.00,0.00%,0.00,45.00,300.00%,22.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 733,2011,2,4,85.4,57.00,4.85,5.12,73,17.0,1.92,,30.00,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90,11.63%,4.45,2.25,4.11%,1.13,0.38,7.84%,0.19,0.18,3.52%,0.09,6.00,8.96%,3.00,2.50,17.24%,1.25,0.17,8.85%,0.09,0.00,0.00%,0.00,2.00,7.14%,1.00,0.00,0.00%,0.00,45.00,300.00%,22.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 734,2011,2,3,104.8,57.25,5.73,5.63,58,8.5,2.23,,28.00,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 735,2011,2,2,100.30,56.00,5.38,5.5,58,11.50,,,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 736,2011,0,2,72.50,57.00,5.54,5.67,55.00,13.50,2.23,,,68.67,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60,7.72%,0.00,1.75,3.07%,0.00,0.04,0.73%,0.00,0.19,3.47%,0.00,14.00,25.45%,0.00,2.50,18.52%,0.00,0.13,6.19%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.33,0.48%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 736,2011,0,2,78.10,58.75,5.50,5.48,69.00,16.0,2.10,,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60,7.72%,0.00,1.75,3.07%,0.00,0.04,0.73%,0.00,0.19,3.47%,0.00,14.00,25.45%,0.00,2.50,18.52%,0.00,0.13,6.19%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.33,0.48%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 737,2011,0,2,76.20,55.75,5.31,5.41,64.00,15.00,2.05,,,74.67,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 738,2011,0,2,95.30,58.75,5.28,5.31,67.00,18.5,2.01,,31.50,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,3.25,5.53%,1.63,0.35,7.10%,0.18,0.34,6.84%,0.17,10.00,14.93%,5.00,2.50,13.51%,1.25,0.16,7.96%,0.08,0.00,0.00%,0.00,0.17,0.54%,0.09,0.00,0.00%,0.00,5.00,16.67%,2.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,2,1,0
Athlete 738,2011,0,4,,62.00,4.93,4.97,77.00,21.00,2.17,,31.33,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,3.25,5.53%,1.63,0.35,7.10%,0.18,0.34,6.84%,0.17,10.00,14.93%,5.00,2.50,13.51%,1.25,0.16,7.96%,0.08,0.00,0.00%,0.00,0.17,0.54%,0.09,0.00,0.00%,0.00,5.00,16.67%,2.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,2,1,0
Athlete 739,2011,0,2,72.70,55.50,5.37,5.49,65.00,14.50,2.18,,,,,22,501.00,"1,225.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,10.32%,3.75,4.75,8.56%,2.38,0.19,3.67%,0.10,0.40,7.86%,0.20,3.00,4.62%,1.50,3.00,20.69%,1.50,0.11,5.31%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 739,2011,0,2,80.20,58.00,5.18,5.24,67.00,16.5,2.14,,30.33,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,10.32%,3.75,4.75,8.56%,2.38,0.19,3.67%,0.10,0.40,7.86%,0.20,3.00,4.62%,1.50,3.00,20.69%,1.50,0.11,5.31%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 739,2011,0,4,,60.25,5.29,5.09,68.00,17.50,2.07,,,65.00,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,10.32%,3.75,4.75,8.56%,2.38,0.19,3.67%,0.10,0.40,7.86%,0.20,3.00,4.62%,1.50,3.00,20.69%,1.50,0.11,5.31%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 74,2004,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 741,2011,2,1,80,53.75,5.44,5.63,64,,2.29,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 742,2011,2,3,98.3,57.75,5.23,5.25,59,15,2.12,,,68.67,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 743,2011,2,5,88.70,61.50,4.97,4.89,70.00,17.00,1.92,21.33,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 744,2012,0,2,103.20,58.50,5.30,5.52,65.00,16.5,2.05,,,70.67,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,2.25,3.85%,0.00,0.19,3.72%,0.00,0.52,10.40%,0.00,1.00,1.54%,0.00,0.50,3.03%,0.00,0.08,4.06%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.00,1.42%,0.00,2.00,8.70%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 744,2012,0,2,,60.75,5.11,5.00,66.00,17.0,1.97,,,71.67,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,2.25,3.85%,0.00,0.19,3.72%,0.00,0.52,10.40%,0.00,1.00,1.54%,0.00,0.50,3.03%,0.00,0.08,4.06%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.00,1.42%,0.00,2.00,8.70%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 746,2012,0,2,83.80,61.50,5.02,5.14,72.00,16.0,2.04,19.00,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,2.75,4.47%,0.00,0.11,2.19%,0.00,0.19,3.70%,0.00,4.50,6.67%,0.00,0.50,3.23%,0.00,0.02,0.98%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,77.14%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 746,2012,0,2,,64.25,5.13,5.33,67.50,15.5,2.06,19.00,,,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,2.75,4.47%,0.00,0.11,2.19%,0.00,0.19,3.70%,0.00,4.50,6.67%,0.00,0.50,3.23%,0.00,0.02,0.98%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,27.00,77.14%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 747,2012,2,3,103.6,61.50,5.04,5.08,75,14.0,1.97,,,72.33,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 748,2012,2,2,92.4,59.50,5.46,5.44,66,11,2.26,20.00,,,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20,2.38%,2.20,1.50,2.52%,1.50,0.52,10.53%,0.52,0.38,7.51%,0.38,2.00,3.03%,2.00,3.50,31.82%,3.50,0.23,11.33%,0.23,2.00,10.00%,2.00,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,100.00%,13.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 748,2012,2,3,94.6,61.00,4.94,5.06,68,14.5,2.03,22.00,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20,2.38%,2.20,1.50,2.52%,1.50,0.52,10.53%,0.52,0.38,7.51%,0.38,2.00,3.03%,2.00,3.50,31.82%,3.50,0.23,11.33%,0.23,2.00,10.00%,2.00,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,100.00%,13.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 749,2012,0,2,,57.25,5.49,5.36,62.00,14.5,2.02,19.33,,,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 75,2004,1,5,,71.50,4.58,4.49,98.00,29.50,1.70,,30.67,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40,1.18%,1.20,1.50,2.10%,0.75,0.42,10.10%,0.21,0.33,7.93%,0.17,5.00,5.15%,2.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,3.19%,0.34,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,60.00%,6.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 75,2004,1,6,203.9,73.00,4.24,4.36,102,29.50,1.70,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40,1.18%,1.20,1.50,2.10%,0.75,0.42,10.10%,0.21,0.33,7.93%,0.17,5.00,5.15%,2.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,3.19%,0.34,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,60.00%,6.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 75,2004,1,7,206.30,,4.16,4.16,97,29.50,,21,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40,1.18%,1.20,1.50,2.10%,0.75,0.42,10.10%,0.21,0.33,7.93%,0.17,5.00,5.15%,2.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,3.19%,0.34,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,60.00%,6.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 750,2012,2,1,73.70,54.00,5.37,5.51,67,,2.29,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,12.41%,3.00,27.50,50.93%,9.17,0.11,2.09%,0.04,0.12,2.20%,0.04,4.00,5.97%,1.33,1.50,11.54%,0.50,0.10,4.57%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,20.00,250.00%,6.67,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 750,2012,2,2,72.5,55.25,5.26,5.57,71,13,2.19,,32.33,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,12.41%,3.00,27.50,50.93%,9.17,0.11,2.09%,0.04,0.12,2.20%,0.04,4.00,5.97%,1.33,1.50,11.54%,0.50,0.10,4.57%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,20.00,250.00%,6.67,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 750,2012,2,3,77,57.50,5.26,5.45,68,14.5,2.20,,,68.33,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,12.41%,3.00,27.50,50.93%,9.17,0.11,2.09%,0.04,0.12,2.20%,0.04,4.00,5.97%,1.33,1.50,11.54%,0.50,0.10,4.57%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,20.00,250.00%,6.67,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 750,2012,2,4,81.5,81.5,inj,inj,inj,inj,inj,18.67,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,12.41%,3.00,27.50,50.93%,9.17,0.11,2.09%,0.04,0.12,2.20%,0.04,4.00,5.97%,1.33,1.50,11.54%,0.50,0.10,4.57%,0.03,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,20.00,250.00%,6.67,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 751,2012,0,2,97.40,58.25,5.36,5.40,59.00,11.0,2.02,,33.33,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,3.25,5.58%,0.00,0.25,4.89%,0.00,0.40,8.00%,0.00,11.50,19.49%,0.00,4.50,40.91%,0.00,0.05,2.54%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4.00,19.05%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
