id,birth_year,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq_score,grt_score,res_score,se_score,sms_core,twc_score,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_focus_score,sleep_hrs_band,nut_balanced_meals,nut_score,nut_limiting_factors,nut_energy_mornings,cog_decision_intelligence_score,cog_pregame_anxiety,cop_breathing_exercises,cop_self_talk,cop_visualization,cop_talking_to_teammate,cop_other,coach_score,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 151,2005,1,7,185.20,71.50,4.21,4.31,104.00,29.00,1.81,,,60.33,,15,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.80,10.29%,8.90,2.00,2.86%,1.00,0.28,6.73%,0.14,0.23,5.52%,0.12,11.00,11.70%,5.50,4.50,16.98%,2.25,0.12,7.10%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,1.11%,0.34,0.00,0.00%,0.00,7.00,77.78%,3.50,90.00,19.27%,45.00,45.00,5.13%,22.50,2,5,1,0
Athlete 151,2005,1,7,190.80,71.75,4.26,4.40,101,31.00,1.74,,,61.00,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.80,10.29%,8.90,2.00,2.86%,1.00,0.28,6.73%,0.14,0.23,5.52%,0.12,11.00,11.70%,5.50,4.50,16.98%,2.25,0.12,7.10%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,1.11%,0.34,0.00,0.00%,0.00,7.00,77.78%,3.50,90.00,19.27%,45.00,45.00,5.13%,22.50,2,5,1,0
Athlete 152,2005,2,6,,64.00,4.69,4.67,84.00,24.50,1.91,,33.33,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 153,2005,2,6,,72.00,4.25,4.31,99.00,27.00,1.66,,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.50,9.81%,18.50,2.75,3.82%,2.75,0.34,8.59%,0.34,0.31,7.75%,0.31,6.00,6.06%,6.00,3.00,11.11%,3.00,0.05,3.11%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,62.50%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 153,2005,1,5,188.5,74.25,4.30,4.28,102.50,27.50,1.65,,,55.3,,13.00,361,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.50,9.81%,18.50,2.75,3.82%,2.75,0.34,8.59%,0.34,0.31,7.75%,0.31,6.00,6.06%,6.00,3.00,11.11%,3.00,0.05,3.11%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,62.50%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 153,2005,1,6,207,74.75,3.96,4.00,105.00,30.00,1.61,,35.00,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.50,9.81%,18.50,2.75,3.82%,2.75,0.34,8.59%,0.34,0.31,7.75%,0.31,6.00,6.06%,6.00,3.00,11.11%,3.00,0.05,3.11%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,62.50%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 154,2005,1,5,177.1,67.00,4.37,4.30,107.00,26.00,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20,3.50%,6.20,0.25,0.37%,0.25,0.32,7.90%,0.32,0.34,8.59%,0.34,7.00,7.00%,7.00,3.00,11.54%,3.00,0.01,0.61%,0.01,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 154,2005,1,6,183.3,67.25,4.05,3.96,100.00,29.00,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.20,3.50%,6.20,0.25,0.37%,0.25,0.32,7.90%,0.32,0.34,8.59%,0.34,7.00,7.00%,7.00,3.00,11.54%,3.00,0.01,0.61%,0.01,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 155,2005,2,6,,64.50,4.46,4.47,87,22.00,1.79,,,64.67,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60,7.20%,10.60,4.50,6.98%,4.50,0.18,4.21%,0.18,0.11,2.52%,0.11,17.00,19.54%,17.00,7.00,31.82%,7.00,0.12,7.19%,0.12,0.00,0.00%,0.00,0.00,0.00%,0.00,8.33,12.88%,8.33,37.00,284.62%,37.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 155,2005,1,7,147.30,68.50,4.30,4.36,92.00,26.00,1.74,,,73,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60,7.20%,10.60,4.50,6.98%,4.50,0.18,4.21%,0.18,0.11,2.52%,0.11,17.00,19.54%,17.00,7.00,31.82%,7.00,0.12,7.19%,0.12,0.00,0.00%,0.00,0.00,0.00%,0.00,8.33,12.88%,8.33,37.00,284.62%,37.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 155,2005,1,7,157.90,69.00,4.28,4.41,104,29.00,1.67,,,70.67,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60,7.20%,10.60,4.50,6.98%,4.50,0.18,4.21%,0.18,0.11,2.52%,0.11,17.00,19.54%,17.00,7.00,31.82%,7.00,0.12,7.19%,0.12,0.00,0.00%,0.00,0.00,0.00%,0.00,8.33,12.88%,8.33,37.00,284.62%,37.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 156,2005,0,6,133.00,66.00,5.02,5.09,76.00,,,,29.33,,inj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 157,2005,2,6,,66.00,4.56,4.57,89,23.00,1.75,,30.33,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 158,2005,2,6,,65.00,4.50,4.52,90.00,26.00,1.82,,29.67,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90,11.61%,8.95,6.50,10.00%,3.25,0.40,9.76%,0.20,0.39,9.44%,0.20,19.00,21.11%,9.50,7.00,26.92%,3.50,0.20,12.35%,0.10,0.00,0.00%,0.00,0.67,2.28%,0.34,0.00,0.00%,0.00,25.00,96.15%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 158,2005,1,5,154.2,70.00,4.38,4.19,104.00,30.50,1.72,,30.00,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90,11.61%,8.95,6.50,10.00%,3.25,0.40,9.76%,0.20,0.39,9.44%,0.20,19.00,21.11%,9.50,7.00,26.92%,3.50,0.20,12.35%,0.10,0.00,0.00%,0.00,0.67,2.28%,0.34,0.00,0.00%,0.00,25.00,96.15%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 158,2005,1,6,163,71.00,4.10,4.13,106.00,33.00,1.62,,29.33,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90,11.61%,8.95,6.50,10.00%,3.25,0.40,9.76%,0.20,0.39,9.44%,0.20,19.00,21.11%,9.50,7.00,26.92%,3.50,0.20,12.35%,0.10,0.00,0.00%,0.00,0.67,2.28%,0.34,0.00,0.00%,0.00,25.00,96.15%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 158,2005,1,7,172.10,71.50,4.16,4.18,109.00,32.50,1.65,,29.33,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.90,11.61%,8.95,6.50,10.00%,3.25,0.40,9.76%,0.20,0.39,9.44%,0.20,19.00,21.11%,9.50,7.00,26.92%,3.50,0.20,12.35%,0.10,0.00,0.00%,0.00,0.67,2.28%,0.34,0.00,0.00%,0.00,25.00,96.15%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 159,2005,2,6,,67.00,4.64,4.60,94.00,,1.70,20.00,,,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 16,2002,0,7,,,,,,,,18.96,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 160,2005,2,6,,67.50,4.49,4.52,87.00,25.00,1.83,,,60.30,,21,540,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40,1.63%,3.40,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4.00,4.60%,4.00,1.50,6.25%,1.50,0.23,14.38%,0.23,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,31.25%,5.00,77.00,14.26%,77.00,184.00,14.67%,184.00,1,3,1,0
Athlete 160,2005,1,5,209,69.25,4.56,4.26,91.00,24.00,1.69,,,,,16.00,617.00,"1,438.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40,1.63%,3.40,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4.00,4.60%,4.00,1.50,6.25%,1.50,0.23,14.38%,0.23,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,31.25%,5.00,77.00,14.26%,77.00,184.00,14.67%,184.00,1,3,1,0
Athlete 160,2005,1,6,212.4,69.00,4.35,4.28,90.00,25.50,1.60,,31.33,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40,1.63%,3.40,1.75,2.59%,1.75,0.21,4.83%,0.21,0.26,6.10%,0.26,4.00,4.60%,4.00,1.50,6.25%,1.50,0.23,14.38%,0.23,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,5.00,31.25%,5.00,77.00,14.26%,77.00,184.00,14.67%,184.00,1,3,1,0
Athlete 161,2005,2,6,,68.75,4.52,4.46,83,23.00,1.75,,32.00,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,1.25,1.82%,1.25,0.28,6.60%,0.28,0.19,4.45%,0.19,11.00,13.25%,11.00,0.50,2.17%,0.50,0.03,1.74%,0.03,0.00,0.00%,0.00,0.33,1.04%,0.33,0.00,0.00%,0.00,20.00,90.91%,20.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 161,2005,1,5,172.1,70.00,4.24,4.27,94.00,23.50,1.72,,31.67,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,1.25,1.82%,1.25,0.28,6.60%,0.28,0.19,4.45%,0.19,11.00,13.25%,11.00,0.50,2.17%,0.50,0.03,1.74%,0.03,0.00,0.00%,0.00,0.33,1.04%,0.33,0.00,0.00%,0.00,20.00,90.91%,20.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 162,2005,1,7,178.30,72.00,4.64,4.79,86,21.50,1.80,19.33,,,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 163,2005,2,6,,66.50,4.49,4.43,94.00,28.00,1.71,,,66.33,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 164,2005,1,7,142.30,72.50,4.50,4.55,104.00,27.00,1.65,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 165,2005,0,6,160.20,66.75,5.19,5.22,77.00,18.00,1.92,,29.33,,45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.10,4.64%,7.10,0.25,0.38%,0.25,0.27,5.49%,0.27,0.24,4.82%,0.24,3.00,3.90%,3.00,1.50,8.33%,1.50,0.07,3.65%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4.00,9.76%,4.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 165,2005,0,7,153.1,66.50,4.92,4.98,80.00,19.50,1.99,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.10,4.64%,7.10,0.25,0.38%,0.25,0.27,5.49%,0.27,0.24,4.82%,0.24,3.00,3.90%,3.00,1.50,8.33%,1.50,0.07,3.65%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4.00,9.76%,4.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 166,2005,2,6,,64.50,4.75,4.65,93.00,24.50,1.76,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,4.00,6.20%,4.00,0.43,9.95%,0.43,0.43,10.19%,0.43,6.50,6.99%,6.50,3.00,12.24%,3.00,0.11,6.67%,0.11,0.33,1.60%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 166,2005,1,5,145.7,68.50,4.32,4.22,99.50,27.50,1.65,21,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,4.00,6.20%,4.00,0.43,9.95%,0.43,0.43,10.19%,0.43,6.50,6.99%,6.50,3.00,12.24%,3.00,0.11,6.67%,0.11,0.33,1.60%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 168,2005,0,7,129.1,63.50,4.99,4.84,83.00,17.50,1.84,,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 169,2005,2,6,,65.50,4.40,4.46,93.00,,1.75,,,66.67,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 17,2002,1,7,142,65.50,4.32,4.24,99.00,29.50,1.60,,28.33,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 170,2005,0,4,,,4.77,4.79,,,,,31.67,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.07,1.49%,0.03,0.29,6.44%,0.15,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.33,4.21%,0.67,0.00,0.00%,0.00,41.00,820.00%,20.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,2,1,0
Athlete 170,2005,0,6,134.20,66.00,4.70,4.50,86.00,,,,33.00,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.07,1.49%,0.03,0.29,6.44%,0.15,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1.33,4.21%,0.67,0.00,0.00%,0.00,41.00,820.00%,20.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,2,1,0
Athlete 171,2005,2,6,,71.00,4.44,4.34,99.00,25.50,1.62,,,60.33,,11,389,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70,6.17%,5.35,1.50,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6.00,6.06%,3.00,1.00,3.92%,0.50,0.10,6.58%,0.05,0.00,0.00%,0.00,5.66,22.06%,2.83,3.33,5.84%,1.67,33.00,132.00%,16.50,2.00,18.18%,1.00,79.00,20.31%,39.50,87.00,11.92%,43.50,2,4,1,0
Athlete 171,2005,1,5,173.4,71.75,4.30,4.28,103.00,26.00,1.61,,25.67,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70,6.17%,5.35,1.50,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6.00,6.06%,3.00,1.00,3.92%,0.50,0.10,6.58%,0.05,0.00,0.00%,0.00,5.66,22.06%,2.83,3.33,5.84%,1.67,33.00,132.00%,16.50,2.00,18.18%,1.00,79.00,20.31%,39.50,87.00,11.92%,43.50,2,4,1,0
Athlete 171,2005,1,6,184.1,72.50,4.01,4.03,103.00,26.50,1.52,,,57.00,,13,468,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70,6.17%,5.35,1.50,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6.00,6.06%,3.00,1.00,3.92%,0.50,0.10,6.58%,0.05,0.00,0.00%,0.00,5.66,22.06%,2.83,3.33,5.84%,1.67,33.00,132.00%,16.50,2.00,18.18%,1.00,79.00,20.31%,39.50,87.00,11.92%,43.50,2,4,1,0
Athlete 171,2005,1,7,182.70,72.00,4.10,4.15,105.00,25.50,1.62,,31.33,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70,6.17%,5.35,1.50,2.11%,0.75,0.43,10.72%,0.22,0.31,7.69%,0.16,6.00,6.06%,3.00,1.00,3.92%,0.50,0.10,6.58%,0.05,0.00,0.00%,0.00,5.66,22.06%,2.83,3.33,5.84%,1.67,33.00,132.00%,16.50,2.00,18.18%,1.00,79.00,20.31%,39.50,87.00,11.92%,43.50,2,4,1,0
Athlete 172,2005,0,4,,,4.95,4.82,78.00,,1.86,,,57.33,,19,691,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 173,2005,1,7,185.10,72.25,4.43,4.42,101.00,27.50,1.71,,29.00,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 174,2005,0,4,,,5.05,4.77,77.00,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 175,2005,2,6,,67.50,4.36,4.32,89.00,25.50,1.73,,33,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70,10.14%,8.35,3.50,5.19%,1.75,0.31,7.65%,0.16,0.25,6.14%,0.13,10.00,11.24%,5.00,3.50,14.00%,1.75,0.12,7.45%,0.06,0.00,0.00%,0.00,1.33,4.20%,0.66,2.00,2.68%,1.00,30.00,250.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
